nom,age,date,paye,montant,loisir,competences,timestampField,decimalField
Emilia,36,01-02-2016,no,4065,"['Randonnée', 'Jeux']",Cooking,04-09-2017_21:36:45,795.3
Karmen,33,22-03-2011,yes,3318,"['Randonnée', 'Jeux']",Communication,04-06-2013_00:20:35,830.59
Mehdi,66,17-04-2015,no,2694,"['Football', 'Parachutisme']",Cooking,06-05-2019_03:33:12,856.11
Karmen,93,21-04-2008,yes,4793,"['Jeux', 'Parachutisme']",Communication,13-05-2022_23:35:13,51.37
Mehdi,86,03-04-2005,yes,102,"['Parachutisme', 'Randonnée']",Cooking,21-06-2015_05:41:27,261.79
Karmen,33,01-01-2020,yes,8625,"['Randonnée', 'Jeux']",Communication,28-10-2020_04:37:42,713.73
Mehdi,54,03-12-2012,no,5226,"['Parachutisme', 'Football']",Cooking,11-08-2015_17:14:08,931.04
David,91,08-10-2013,no,5383,"['Football', 'Jeux']",Cooking,10-08-2015_08:10:01,193.67
Mehdi,98,07-07-2016,yes,9572,"['Football', 'Jeux']",Communication,18-07-2015_20:19:11,707.58
Emilia,58,15-05-2002,no,5647,"['Parachutisme', 'Randonnée']",Leadership,14-11-2017_22:18:11,655.47
Mehdi,95,08-01-2012,yes,8144,"['Parachutisme', 'Randonnée']",Leadership,08-06-2013_03:11:30,578.32
David,89,27-01-2016,yes,9511,"['Jeux', 'Parachutisme']",Cooking,18-10-2021_22:16:02,632.73
Emilia,94,04-09-2014,no,6665,"['Football', 'Jeux']",Cooking,12-12-2014_04:26:30,314.56
John,49,15-01-2005,no,786,"['Parachutisme', 'Randonnée']",Cooking,06-05-2020_23:59:06,572.39
David,48,30-05-2008,yes,9105,"['Parachutisme', 'Football']",Cooking,10-06-2015_16:47:57,708.12
John,60,25-04-2010,yes,9520,"['Jeux', 'Randonnée']",Leadership,25-01-2017_07:22:45,279.98
Karmen,30,29-09-2011,no,4008,"['Parachutisme', 'Randonnée']",Communication,28-08-2016_22:47:17,387.41
Mehdi,83,09-02-2004,yes,12,"['Parachutisme', 'Football']",Communication,27-07-2015_20:41:57,674.71
Mehdi,35,27-11-2007,yes,6445,"['Parachutisme', 'Jeux']",Communication,16-03-2013_10:34:14,229.54
Mehdi,95,04-02-2009,no,7250,"['Football', 'Randonnée']",Communication,17-03-2013_21:16:02,530.77
Mehdi,71,22-10-2018,yes,7175,"['Jeux', 'Parachutisme']",Leadership,16-10-2015_09:24:22,456.29
Mehdi,49,11-01-2009,yes,736,"['Football', 'Parachutisme']",Cooking,01-06-2021_12:04:57,912.05
John,29,28-01-2016,no,1011,"['Randonnée', 'Football']",Communication,30-01-2020_15:15:36,788.61
Karmen,98,11-12-2014,yes,59,"['Jeux', 'Randonnée']",Leadership,05-10-2019_08:22:57,742.1
Karmen,29,21-02-2011,yes,3685,"['Randonnée', 'Football']",Communication,09-03-2019_14:29:38,584.16
Mehdi,92,11-10-2014,yes,4415,"['Parachutisme', 'Jeux']",Leadership,09-08-2019_02:57:40,162.68
John,96,15-11-2009,yes,227,"['Parachutisme', 'Jeux']",Leadership,31-10-2017_14:08:17,724.0
John,18,18-02-2009,yes,9947,"['Randonnée', 'Jeux']",Communication,16-01-2019_00:08:26,20.09
John,40,04-01-2017,yes,5868,"['Parachutisme', 'Jeux']",Leadership,21-05-2013_05:50:29,187.76
John,41,19-12-2019,no,385,"['Jeux', 'Parachutisme']",Communication,22-02-2021_06:58:06,886.52
Emilia,69,18-01-2020,yes,7016,"['Football', 'Parachutisme']",Leadership,17-02-2021_06:23:35,713.76
Emilia,48,17-01-2010,yes,8581,"['Parachutisme', 'Jeux']",Leadership,12-07-2014_00:44:10,348.44
David,96,01-10-2006,yes,3230,"['Jeux', 'Parachutisme']",Leadership,02-04-2017_15:07:03,510.37
Karmen,76,24-09-2009,yes,3045,"['Football', 'Parachutisme']",Cooking,07-02-2015_02:52:41,158.54
Karmen,54,19-02-2018,no,402,"['Jeux', 'Randonnée']",Communication,06-02-2019_11:14:01,664.78
Emilia,20,07-04-2007,yes,8618,"['Parachutisme', 'Randonnée']",Leadership,29-04-2016_07:34:57,107.49
Mehdi,66,26-10-2016,yes,5010,"['Randonnée', 'Football']",Leadership,08-03-2016_21:50:46,522.05
John,53,26-03-2013,yes,1554,"['Football', 'Parachutisme']",Communication,04-10-2018_08:29:11,969.5
John,28,18-10-2013,no,8515,"['Parachutisme', 'Football']",Leadership,13-01-2017_07:07:44,439.98
David,42,10-11-2020,yes,1222,"['Jeux', 'Parachutisme']",Leadership,22-02-2015_04:56:30,792.86
Mehdi,60,21-07-2010,no,289,"['Randonnée', 'Football']",Cooking,10-12-2014_09:51:30,170.85
David,26,21-02-2005,yes,1764,"['Randonnée', 'Football']",Cooking,16-09-2013_17:01:28,61.9
Mehdi,20,27-07-2002,no,3570,"['Football', 'Parachutisme']",Communication,19-09-2015_18:47:32,85.48
John,23,18-05-2012,yes,7233,"['Football', 'Randonnée']",Communication,09-03-2022_18:44:32,170.24
David,81,13-10-2008,yes,8411,"['Jeux', 'Randonnée']",Leadership,11-10-2016_08:26:43,95.25
John,38,26-02-2009,no,9406,"['Randonnée', 'Football']",Communication,08-05-2014_11:03:07,107.34
John,100,10-10-2004,no,2067,"['Jeux', 'Randonnée']",Leadership,22-04-2017_04:02:59,949.31
Emilia,51,12-06-2020,yes,1500,"['Parachutisme', 'Randonnée']",Cooking,16-05-2019_09:54:43,549.06
Mehdi,91,15-09-2014,yes,3189,"['Jeux', 'Parachutisme']",Cooking,21-09-2016_22:43:11,787.14
Karmen,96,25-03-2007,yes,5929,"['Jeux', 'Parachutisme']",Communication,04-04-2022_20:38:34,406.04
David,37,01-01-2016,no,7757,"['Jeux', 'Randonnée']",Cooking,03-11-2016_01:36:40,436.18
Emilia,20,09-05-2019,no,1826,"['Football', 'Jeux']",Communication,13-10-2017_10:58:45,534.24
Mehdi,19,06-06-2007,yes,9795,"['Parachutisme', 'Football']",Cooking,18-10-2016_05:48:36,702.38
Karmen,38,04-06-2019,yes,8426,"['Randonnée', 'Football']",Cooking,04-06-2015_03:25:28,327.81
David,23,05-12-2012,yes,8258,"['Football', 'Randonnée']",Communication,22-08-2019_18:59:54,657.85
John,42,16-01-2020,no,6114,"['Jeux', 'Randonnée']",Leadership,31-05-2015_19:50:21,261.01
Mehdi,21,29-10-2003,yes,2909,"['Randonnée', 'Football']",Leadership,16-03-2013_08:32:35,319.58
David,36,20-03-2018,no,8797,"['Randonnée', 'Jeux']",Cooking,23-12-2015_03:37:20,858.41
David,29,18-07-2007,no,9310,"['Parachutisme', 'Randonnée']",Leadership,24-03-2018_17:42:42,695.04
David,91,17-03-2004,yes,5099,"['Jeux', 'Parachutisme']",Cooking,05-02-2015_04:05:06,250.49
David,44,02-10-2013,no,1173,"['Parachutisme', 'Jeux']",Communication,03-06-2018_21:19:32,169.4
Emilia,55,27-11-2008,yes,2203,"['Parachutisme', 'Jeux']",Cooking,04-05-2015_13:25:00,669.61
Emilia,30,12-01-2016,no,390,"['Randonnée', 'Football']",Leadership,02-05-2017_13:32:19,964.76
Emilia,47,08-05-2008,no,4,"['Jeux', 'Football']",Cooking,31-08-2016_20:20:57,715.46
Mehdi,92,07-03-2011,yes,9985,"['Football', 'Parachutisme']",Cooking,08-09-2013_10:13:28,292.4
Mehdi,80,12-05-2015,no,9762,"['Randonnée', 'Football']",Cooking,08-03-2022_10:45:25,293.39
Emilia,18,13-12-2020,yes,5427,"['Randonnée', 'Jeux']",Cooking,28-12-2017_11:10:55,56.8
Emilia,47,01-02-2012,yes,2928,"['Football', 'Parachutisme']",Communication,20-09-2013_06:10:12,764.43
Karmen,72,24-11-2012,no,1351,"['Randonnée', 'Football']",Communication,18-11-2015_05:05:34,408.29
Emilia,36,16-05-2016,yes,52,"['Jeux', 'Football']",Cooking,14-01-2016_17:19:54,630.32
Emilia,31,15-02-2010,yes,1791,"['Football', 'Jeux']",Leadership,25-12-2021_04:14:06,257.08
John,82,25-10-2020,yes,8979,"['Parachutisme', 'Football']",Communication,06-03-2019_06:42:11,476.72
Emilia,46,06-02-2010,no,2214,"['Parachutisme', 'Jeux']",Leadership,01-10-2015_14:11:18,924.45
Karmen,22,20-04-2009,no,3438,"['Jeux', 'Randonnée']",Leadership,13-07-2013_04:23:37,921.48
Karmen,86,21-06-2011,no,4092,"['Parachutisme', 'Football']",Communication,01-05-2020_00:36:46,421.88
Karmen,32,11-05-2019,no,20,"['Parachutisme', 'Football']",Cooking,13-03-2017_00:38:26,185.69
John,23,22-04-2013,yes,5775,"['Football', 'Jeux']",Cooking,23-09-2015_10:41:27,251.69
Karmen,93,22-04-2002,no,946,"['Jeux', 'Parachutisme']",Leadership,13-01-2017_13:02:46,737.18
Emilia,72,08-10-2012,no,552,"['Football', 'Parachutisme']",Leadership,23-08-2018_20:31:27,124.52
Mehdi,73,31-03-2019,yes,2603,"['Randonnée', 'Parachutisme']",Leadership,15-10-2013_07:46:23,333.07
Mehdi,84,06-09-2004,yes,2756,"['Jeux', 'Parachutisme']",Cooking,25-04-2013_19:26:19,107.81
David,85,09-03-2011,yes,1047,"['Randonnée', 'Jeux']",Communication,17-11-2018_00:22:22,703.53
John,50,02-12-2015,yes,4315,"['Football', 'Randonnée']",Cooking,20-09-2015_18:16:44,800.28
Karmen,65,27-09-2013,yes,7832,"['Parachutisme', 'Randonnée']",Cooking,27-11-2015_20:59:18,749.44
John,75,21-02-2020,no,5409,"['Randonnée', 'Jeux']",Leadership,12-06-2016_23:40:27,337.04
Emilia,46,03-05-2017,no,4677,"['Parachutisme', 'Jeux']",Communication,17-03-2020_18:26:46,721.52
David,45,24-09-2017,yes,5355,"['Parachutisme', 'Football']",Communication,20-01-2017_00:57:46,659.83
Karmen,67,31-08-2004,no,120,"['Randonnée', 'Jeux']",Cooking,13-12-2015_11:09:36,277.34
John,77,04-01-2020,no,3756,"['Football', 'Jeux']",Communication,21-12-2020_10:37:23,424.38
Emilia,56,30-04-2016,yes,725,"['Jeux', 'Parachutisme']",Cooking,25-04-2014_06:30:26,639.7
Karmen,95,05-09-2005,no,2371,"['Randonnée', 'Football']",Leadership,04-11-2017_21:55:01,977.67
David,19,09-05-2020,yes,1264,"['Jeux', 'Football']",Leadership,29-07-2019_02:33:08,981.58
Karmen,70,07-12-2006,yes,5069,"['Randonnée', 'Parachutisme']",Cooking,14-09-2018_06:52:19,777.1
John,29,31-01-2002,no,1428,"['Football', 'Parachutisme']",Leadership,01-10-2017_13:58:54,755.9
David,79,24-07-2009,no,8855,"['Jeux', 'Football']",Leadership,19-01-2015_05:06:44,816.5
David,89,16-11-2003,no,5227,"['Jeux', 'Randonnée']",Cooking,07-06-2020_00:58:17,527.47
Karmen,41,29-04-2017,no,2461,"['Parachutisme', 'Randonnée']",Leadership,01-05-2021_18:46:47,863.51
Karmen,80,14-07-2007,no,6683,"['Jeux', 'Randonnée']",Leadership,01-06-2018_07:30:02,571.43
David,23,27-02-2005,no,9480,"['Parachutisme', 'Jeux']",Leadership,21-03-2014_21:54:25,763.55
Mehdi,30,02-07-2017,no,7849,"['Jeux', 'Parachutisme']",Cooking,31-01-2022_19:30:26,228.62
Karmen,39,08-08-2008,no,4788,"['Parachutisme', 'Football']",Cooking,25-08-2018_07:35:31,190.47
David,37,30-04-2015,no,1623,"['Jeux', 'Randonnée']",Communication,28-10-2017_10:29:35,259.09
David,42,27-07-2019,no,3152,"['Parachutisme', 'Randonnée']",Leadership,04-11-2018_13:06:47,960.1
David,28,02-06-2014,yes,503,"['Jeux', 'Parachutisme']",Leadership,25-01-2019_03:22:35,891.05
David,53,15-02-2018,yes,5578,"['Football', 'Jeux']",Cooking,13-10-2019_21:29:23,906.59
David,20,30-11-2014,yes,7056,"['Jeux', 'Randonnée']",Leadership,04-09-2020_21:58:59,138.93
Emilia,55,13-10-2018,no,3447,"['Parachutisme', 'Randonnée']",Leadership,17-06-2015_03:50:21,772.11
Emilia,77,12-11-2017,no,7565,"['Football', 'Jeux']",Communication,24-02-2018_22:38:45,219.14
David,26,24-10-2003,no,2731,"['Football', 'Parachutisme']",Leadership,22-02-2017_17:21:32,288.06
John,35,02-04-2005,yes,5016,"['Jeux', 'Football']",Communication,17-07-2019_15:42:25,400.69
Mehdi,24,04-07-2008,no,458,"['Jeux', 'Parachutisme']",Communication,23-04-2014_23:11:42,370.58
Emilia,19,31-12-2009,no,762,"['Randonnée', 'Football']",Cooking,15-10-2015_10:37:03,30.38
Mehdi,67,15-05-2019,yes,2672,"['Football', 'Jeux']",Communication,03-11-2015_04:23:59,21.27
John,36,04-10-2017,no,8631,"['Randonnée', 'Jeux']",Leadership,22-05-2019_22:40:42,990.83
Karmen,32,05-08-2008,no,5625,"['Randonnée', 'Jeux']",Leadership,25-09-2020_11:46:16,212.36
Mehdi,50,26-05-2016,yes,9836,"['Parachutisme', 'Randonnée']",Cooking,14-09-2017_16:25:00,219.83
David,64,27-02-2006,no,2700,"['Jeux', 'Randonnée']",Cooking,02-05-2014_15:22:49,711.6
Mehdi,40,17-07-2003,yes,4235,"['Football', 'Jeux']",Communication,13-05-2014_12:17:36,885.43
John,57,09-07-2009,no,7091,"['Football', 'Randonnée']",Cooking,04-04-2021_14:01:15,563.34
Mehdi,65,10-09-2014,yes,2561,"['Randonnée', 'Football']",Leadership,07-04-2018_23:37:38,964.13
Emilia,29,29-10-2003,yes,481,"['Randonnée', 'Parachutisme']",Communication,06-04-2016_01:00:16,794.62
Mehdi,59,15-04-2009,yes,4405,"['Randonnée', 'Football']",Leadership,07-10-2018_22:49:31,692.24
David,37,21-10-2008,yes,4150,"['Parachutisme', 'Jeux']",Cooking,11-08-2015_09:20:20,682.05
Mehdi,62,10-03-2012,no,3154,"['Parachutisme', 'Jeux']",Leadership,28-01-2020_01:14:43,940.42
John,22,23-10-2007,yes,3124,"['Randonnée', 'Jeux']",Leadership,19-07-2018_19:18:47,95.91
Karmen,70,23-04-2002,yes,3802,"['Football', 'Randonnée']",Communication,29-06-2013_14:33:33,906.34
Mehdi,95,30-01-2005,no,7282,"['Parachutisme', 'Randonnée']",Leadership,13-11-2020_00:17:43,503.71
Mehdi,34,17-01-2004,yes,8069,"['Parachutisme', 'Randonnée']",Leadership,21-12-2015_10:51:02,826.47
Emilia,100,27-07-2015,yes,1112,"['Parachutisme', 'Randonnée']",Leadership,17-05-2021_02:17:40,995.72
John,65,18-08-2019,yes,4265,"['Parachutisme', 'Randonnée']",Cooking,04-04-2014_04:32:55,994.01
Karmen,51,26-10-2008,yes,5720,"['Randonnée', 'Parachutisme']",Leadership,01-05-2020_11:53:14,280.48
Emilia,62,01-03-2012,no,7837,"['Parachutisme', 'Randonnée']",Leadership,25-01-2016_15:51:17,776.03
Emilia,74,11-09-2003,no,4994,"['Jeux', 'Football']",Communication,13-02-2019_16:27:51,143.62
John,93,07-03-2018,yes,3665,"['Randonnée', 'Jeux']",Leadership,20-12-2016_05:25:30,73.38
David,25,31-08-2002,yes,8059,"['Parachutisme', 'Randonnée']",Cooking,11-03-2022_12:33:19,673.07
Emilia,44,28-04-2007,yes,2184,"['Jeux', 'Randonnée']",Cooking,29-05-2014_05:56:49,894.19
Emilia,53,15-04-2013,no,5027,"['Parachutisme', 'Football']",Cooking,10-10-2019_23:36:08,649.52
Karmen,87,21-10-2018,yes,2264,"['Randonnée', 'Football']",Leadership,27-06-2022_07:02:16,813.14
Mehdi,85,13-02-2010,no,2142,"['Jeux', 'Parachutisme']",Leadership,16-06-2018_09:52:10,867.56
Emilia,21,23-05-2006,yes,945,"['Jeux', 'Randonnée']",Cooking,22-06-2014_21:08:53,338.62
Mehdi,42,26-06-2020,yes,8546,"['Parachutisme', 'Randonnée']",Leadership,01-07-2019_18:59:09,83.97
John,18,04-02-2012,yes,620,"['Parachutisme', 'Randonnée']",Cooking,14-03-2020_14:43:20,817.44
David,67,12-02-2015,yes,4059,"['Randonnée', 'Parachutisme']",Communication,20-05-2014_14:04:34,166.12
Emilia,20,26-10-2011,no,2104,"['Jeux', 'Randonnée']",Cooking,12-12-2017_08:09:19,880.38
David,48,09-10-2002,yes,7358,"['Football', 'Parachutisme']",Leadership,15-08-2016_09:15:57,379.3
Karmen,71,03-02-2020,no,563,"['Randonnée', 'Jeux']",Leadership,23-11-2014_10:32:59,482.78
Mehdi,40,28-08-2013,yes,6626,"['Randonnée', 'Parachutisme']",Communication,04-04-2020_20:39:46,18.21
Emilia,56,07-11-2019,no,8705,"['Football', 'Parachutisme']",Leadership,02-09-2019_22:12:54,311.06
John,34,22-03-2016,no,652,"['Parachutisme', 'Football']",Leadership,03-03-2017_14:59:25,0.76
Karmen,70,16-12-2017,no,4925,"['Jeux', 'Randonnée']",Cooking,19-08-2021_00:05:14,799.73
Emilia,50,11-08-2004,no,2073,"['Randonnée', 'Parachutisme']",Cooking,01-06-2019_21:09:47,728.58
Emilia,95,10-12-2010,no,5726,"['Parachutisme', 'Jeux']",Communication,09-02-2017_00:53:22,453.14
Karmen,56,21-03-2007,no,4265,"['Parachutisme', 'Randonnée']",Leadership,04-05-2013_05:32:32,833.81
John,41,26-11-2010,no,4580,"['Jeux', 'Randonnée']",Cooking,12-08-2021_04:26:19,205.71
Emilia,63,18-10-2008,yes,466,"['Jeux', 'Randonnée']",Communication,03-12-2020_21:08:01,305.64
David,47,01-09-2014,yes,6091,"['Randonnée', 'Parachutisme']",Cooking,16-06-2022_02:12:59,199.74
Karmen,40,21-10-2005,no,3093,"['Jeux', 'Football']",Leadership,08-12-2020_06:22:01,941.06
John,98,30-06-2003,yes,801,"['Football', 'Jeux']",Cooking,09-12-2013_12:36:51,543.24
Mehdi,61,04-02-2004,yes,1706,"['Parachutisme', 'Football']",Cooking,09-01-2018_23:51:46,237.35
Mehdi,100,28-10-2007,no,7266,"['Randonnée', 'Football']",Cooking,21-03-2015_19:04:15,957.11
John,91,23-02-2017,yes,2251,"['Football', 'Jeux']",Communication,14-05-2016_00:29:51,361.38
John,24,12-12-2014,yes,1276,"['Randonnée', 'Football']",Communication,01-01-2020_21:11:46,77.16
David,98,11-10-2020,no,1636,"['Parachutisme', 'Football']",Leadership,16-01-2019_15:30:51,332.28
Mehdi,22,02-12-2016,no,667,"['Jeux', 'Parachutisme']",Leadership,23-09-2018_15:15:02,179.06
John,49,20-05-2015,no,9258,"['Parachutisme', 'Football']",Leadership,28-07-2013_09:56:33,739.43
Emilia,47,25-05-2004,yes,6718,"['Jeux', 'Randonnée']",Communication,31-01-2014_11:53:44,745.11
Emilia,21,05-06-2003,no,4869,"['Parachutisme', 'Jeux']",Leadership,16-05-2019_10:08:01,503.92
David,26,09-09-2015,no,3374,"['Parachutisme', 'Randonnée']",Leadership,20-02-2017_10:08:25,370.58
John,58,01-01-2010,no,4679,"['Football', 'Parachutisme']",Communication,09-04-2022_04:38:29,923.27
John,98,06-07-2010,yes,6618,"['Parachutisme', 'Football']",Communication,05-11-2013_10:41:24,706.98
John,81,17-05-2019,no,407,"['Jeux', 'Football']",Communication,06-10-2018_06:28:53,668.95
Karmen,57,12-11-2019,yes,9464,"['Parachutisme', 'Football']",Communication,09-03-2020_09:45:56,833.9
John,100,19-05-2012,no,5230,"['Jeux', 'Football']",Cooking,23-12-2021_17:22:40,890.77
John,91,03-07-2004,yes,6290,"['Randonnée', 'Football']",Cooking,13-11-2018_05:18:07,310.76
Emilia,72,02-11-2020,no,1632,"['Jeux', 'Randonnée']",Cooking,20-04-2019_05:02:34,606.15
John,88,19-02-2006,yes,1038,"['Jeux', 'Football']",Cooking,22-01-2019_19:33:07,970.29
David,78,31-05-2019,no,3573,"['Randonnée', 'Parachutisme']",Leadership,26-05-2015_20:48:49,318.45
John,36,03-05-2008,no,6289,"['Parachutisme', 'Football']",Leadership,31-03-2018_02:08:45,619.33
Mehdi,48,03-11-2016,yes,2279,"['Parachutisme', 'Jeux']",Leadership,08-07-2020_17:22:03,351.86
David,90,27-01-2016,yes,9473,"['Parachutisme', 'Jeux']",Cooking,15-09-2018_04:27:50,540.61
David,100,20-09-2005,yes,3111,"['Parachutisme', 'Randonnée']",Leadership,10-12-2016_21:02:03,139.43
Karmen,38,31-07-2019,no,9943,"['Parachutisme', 'Football']",Communication,30-10-2014_09:38:13,10.21
Mehdi,30,21-09-2003,yes,3596,"['Randonnée', 'Football']",Cooking,12-10-2020_08:53:10,805.38
Karmen,100,18-01-2004,no,2802,"['Football', 'Randonnée']",Leadership,10-07-2016_13:19:24,576.29
David,98,21-10-2010,yes,7743,"['Jeux', 'Football']",Cooking,14-03-2019_01:05:04,85.08
Mehdi,93,02-01-2007,yes,9886,"['Parachutisme', 'Football']",Communication,22-05-2021_07:36:46,283.66
Karmen,64,29-07-2013,no,2311,"['Parachutisme', 'Jeux']",Cooking,19-03-2015_02:02:37,409.43
Karmen,21,05-10-2020,yes,3442,"['Parachutisme', 'Football']",Cooking,11-01-2017_11:08:59,713.41
Emilia,73,07-02-2004,yes,897,"['Football', 'Parachutisme']",Leadership,20-01-2021_22:58:01,71.25
John,65,03-10-2004,no,9410,"['Football', 'Parachutisme']",Communication,15-09-2013_15:33:27,104.6
John,38,25-03-2009,no,6777,"['Randonnée', 'Football']",Cooking,27-11-2016_16:32:53,431.8
John,44,06-12-2013,no,3945,"['Parachutisme', 'Football']",Leadership,14-04-2022_01:15:28,600.72
John,49,13-04-2010,yes,7500,"['Parachutisme', 'Jeux']",Leadership,30-07-2016_13:37:28,870.6
Emilia,26,27-07-2020,yes,2130,"['Parachutisme', 'Jeux']",Cooking,22-08-2018_13:19:20,132.2
John,18,08-10-2010,yes,9915,"['Football', 'Jeux']",Leadership,24-10-2020_18:28:06,411.34
Emilia,55,19-02-2016,no,7905,"['Randonnée', 'Parachutisme']",Cooking,25-09-2015_08:55:57,925.61
Mehdi,19,01-09-2011,no,8859,"['Football', 'Parachutisme']",Leadership,28-08-2021_11:48:56,876.8
Mehdi,75,06-07-2014,yes,7507,"['Football', 'Jeux']",Cooking,22-03-2019_01:38:56,605.38
David,28,02-07-2012,yes,6580,"['Randonnée', 'Jeux']",Cooking,07-02-2014_02:08:38,318.05
John,55,12-10-2008,no,7138,"['Jeux', 'Parachutisme']",Leadership,08-07-2021_13:45:33,708.49
Mehdi,28,07-02-2005,no,1662,"['Randonnée', 'Football']",Communication,25-05-2022_21:12:51,753.05
David,75,04-04-2012,yes,8394,"['Jeux', 'Parachutisme']",Communication,22-05-2014_11:44:51,792.11
Emilia,45,18-07-2012,yes,4617,"['Football', 'Jeux']",Cooking,23-12-2013_13:50:57,171.9
Emilia,30,27-09-2005,yes,9831,"['Randonnée', 'Jeux']",Communication,09-06-2016_06:23:48,950.7
Mehdi,65,31-03-2004,yes,1443,"['Randonnée', 'Jeux']",Communication,26-09-2018_09:30:57,578.55
Mehdi,41,15-06-2017,yes,3536,"['Jeux', 'Parachutisme']",Communication,11-08-2021_13:59:25,672.56
Karmen,19,18-07-2005,yes,2787,"['Jeux', 'Parachutisme']",Communication,27-05-2014_11:51:12,177.15
John,58,15-06-2014,no,4406,"['Randonnée', 'Parachutisme']",Leadership,04-09-2019_13:56:28,219.3
Mehdi,60,15-09-2012,yes,9777,"['Parachutisme', 'Randonnée']",Cooking,23-03-2022_23:34:01,299.63
Emilia,43,03-01-2010,yes,5685,"['Football', 'Randonnée']",Leadership,12-01-2018_09:52:54,430.34
John,59,28-09-2010,yes,4170,"['Football', 'Jeux']",Leadership,09-05-2020_08:08:36,980.67
John,62,16-06-2020,no,1362,"['Football', 'Jeux']",Leadership,17-02-2013_02:06:29,751.58
Karmen,72,29-05-2005,no,556,"['Randonnée', 'Parachutisme']",Leadership,13-05-2022_03:59:35,579.33
Emilia,74,17-01-2013,yes,4750,"['Randonnée', 'Football']",Communication,03-12-2020_03:36:37,347.57
Mehdi,46,16-11-2020,no,974,"['Randonnée', 'Football']",Communication,04-11-2019_03:26:37,529.71
David,34,15-04-2012,no,9323,"['Randonnée', 'Football']",Leadership,16-01-2020_14:14:35,965.2
John,87,19-01-2019,no,8814,"['Parachutisme', 'Jeux']",Communication,10-04-2022_23:33:46,837.78
Mehdi,78,01-06-2002,yes,5687,"['Football', 'Randonnée']",Cooking,29-03-2017_13:31:07,82.83
Karmen,63,13-06-2020,no,9836,"['Jeux', 'Football']",Leadership,04-07-2020_01:28:41,489.51
John,36,16-10-2011,yes,6120,"['Parachutisme', 'Randonnée']",Communication,16-05-2016_12:24:20,683.78
Emilia,36,30-07-2017,no,3417,"['Randonnée', 'Jeux']",Communication,06-07-2021_14:20:43,25.73
David,39,20-02-2017,yes,4524,"['Randonnée', 'Football']",Communication,19-06-2018_14:35:37,759.28
John,90,14-11-2006,yes,9028,"['Football', 'Jeux']",Communication,04-09-2016_00:04:32,895.05
Karmen,30,11-10-2015,yes,7410,"['Parachutisme', 'Football']",Communication,19-01-2016_05:56:35,631.71
Mehdi,21,30-03-2016,no,6712,"['Jeux', 'Parachutisme']",Communication,01-09-2015_13:22:51,467.72
Karmen,29,09-04-2020,yes,1568,"['Randonnée', 'Parachutisme']",Communication,09-07-2016_02:53:59,528.0
Mehdi,72,13-09-2007,no,9835,"['Football', 'Jeux']",Leadership,12-09-2014_16:15:02,870.41
John,47,03-03-2016,yes,8554,"['Jeux', 'Randonnée']",Leadership,25-01-2016_16:08:28,443.35
David,41,19-04-2015,yes,4579,"['Football', 'Parachutisme']",Leadership,17-04-2018_14:13:58,17.66
Karmen,65,15-08-2002,yes,7692,"['Football', 'Jeux']",Communication,27-11-2017_16:52:12,201.31
John,28,03-09-2011,no,7954,"['Football', 'Parachutisme']",Communication,26-06-2014_22:35:45,277.87
Emilia,26,28-06-2003,yes,6904,"['Football', 'Randonnée']",Leadership,29-09-2013_16:39:58,819.34
David,80,27-01-2019,no,1988,"['Randonnée', 'Parachutisme']",Communication,05-05-2017_01:14:10,946.0
Emilia,66,14-10-2013,no,8903,"['Football', 'Parachutisme']",Leadership,08-09-2021_07:57:19,933.16
Karmen,41,03-07-2004,no,239,"['Parachutisme', 'Jeux']",Communication,08-03-2017_03:59:34,866.23
David,53,22-03-2009,no,5433,"['Football', 'Randonnée']",Leadership,24-05-2014_19:57:31,414.62
Mehdi,20,01-08-2015,yes,4463,"['Parachutisme', 'Football']",Leadership,03-02-2014_01:13:14,384.23
Karmen,81,19-03-2003,yes,3171,"['Parachutisme', 'Jeux']",Cooking,01-08-2017_07:19:50,90.5
Karmen,49,27-01-2020,yes,1486,"['Jeux', 'Parachutisme']",Leadership,22-08-2021_01:49:52,625.56
John,64,04-03-2011,yes,148,"['Jeux', 'Football']",Communication,22-11-2014_19:42:00,169.57
John,34,02-06-2012,no,3289,"['Randonnée', 'Jeux']",Communication,03-12-2020_02:27:17,497.84
Mehdi,20,08-05-2006,no,7953,"['Parachutisme', 'Randonnée']",Leadership,13-01-2015_01:14:46,716.37
Emilia,91,05-06-2017,yes,3330,"['Football', 'Parachutisme']",Leadership,23-07-2013_02:05:48,744.63
David,46,06-04-2019,yes,8589,"['Jeux', 'Randonnée']",Communication,27-08-2019_07:14:04,710.18
John,20,04-04-2011,no,7668,"['Parachutisme', 'Jeux']",Communication,11-06-2015_13:39:48,237.81
David,19,18-10-2016,no,1782,"['Football', 'Parachutisme']",Communication,11-08-2014_23:52:21,508.33
John,83,03-01-2013,no,4366,"['Parachutisme', 'Football']",Communication,17-11-2015_19:47:23,870.69
Karmen,35,18-08-2002,no,1131,"['Randonnée', 'Jeux']",Communication,25-12-2013_17:27:49,940.15
Karmen,49,02-11-2014,no,9618,"['Football', 'Parachutisme']",Leadership,16-02-2018_19:21:22,922.59
Mehdi,64,27-09-2012,no,791,"['Football', 'Randonnée']",Communication,06-02-2022_22:06:22,774.38
Mehdi,93,24-11-2019,yes,7009,"['Randonnée', 'Football']",Communication,30-01-2016_01:16:16,830.05
